tour,team_home,team_away,time,champ,team_home_substitution,team_home_reserved,team_home_yellow_cards,team_home_squad,team_home_red_cards,team_away_substitution,team_away_reserved,team_away_yellow_cards,team_away_squad,team_away_red_cards,team_home_score,team_away_score,target
9,team182,team14,2014-09-28,champ11,"player125943, player116256, player115851","player43463, player161011, player136865, player78691, player173860",player30486,"player1059, player201097, player53588, player201548, player199262, player62796, player183527, player30486, player157476, player104032, player122155",,"player166125, player209337","player124161, player68599, player66132, player44471, player139578, player163657",,"player42779, player65945, player198130, player171149, player184096, player82571, player15790, player56776, player85978, player71747, player129192",,3,1,1
7,team200,team229,2011-10-15,champ6,"player26126, player206303, player206106",,,"player1204, player10535, player125728, player177644, player210560, player1159, player127510, player5226, player67413, player150184, player79443",,"player7412, player139850, player13277",,,"player197311, player107050, player163508, player139299, player17796, player52420, player115250, player23253, player68856, player114583, player207045",,3,0,1
1,team309,team352,2011-12-21,champ6,player185464,"player133341, player125878, player205098, player135540, player174957, player180963","player18330, player140029, player71007","player189625, player71007, player50638, player59807, player12186, player184051, player18330, player1324, player140029, player13018, player212320",,"player80712, player51858, player52682","player168584, player135965, player205248, player54498",player36602,"player30747, player18201, player98876, player26316, player93672, player36602, player137575, player108471, player140152, player111156, player207935",,0,0,0
15,team77,team291,2012-12-01,champ2,,,,,,,,,,,0,1,2
17,team176,team23,2014-12-21,champ2,"player26452, player95162","player115637, player194363, player118935, player106829, player54411",player26452,"player55725, player160263, player201695, player177138, player89449, player191287, player94920, player101490, player168383, player108623, player55220",player26452,"player85057, player93926, player117962","player109631, player121641, player141256, player179782","player185023, player52037, player79340","player203838, player43014, player113641, player52037, player79340, player185023, player197651, player64560, player130269, player159174, player180924",,2,2,0
8,team171,team126,2015-09-11,champ9,,,,,,,,,,,2,2,0
22,team79,team290,2015-01-18,champ1,,,,,,,,,,,1,1,0
21,team220,team296,2010-02-07,champ13,,,,,,,,,,,1,0,1
27,team99,team38,2014-03-25,champ4,"player126386, player152570, player31821","player42728, player66519, player193311, player124938",player200733,"player90295, player209753, player210847, player28723, player136930, player194504, player200733, player203187, player119949, player84262, player145812",,"player148113, player106532, player177578","player202697, player210583, player199605, player140267",,"player127000, player24766, player146871, player94998, player51058, player5636, player200351, player49110, player91252, player149842, player121791",,1,3,2
8,team99,team93,2009-10-04,champ4,,,,,,,,,,,1,3,2
10,team99,team89,2009-10-25,champ4,,,,,,,,,,,0,0,0
5,team179,team183,2009-09-12,champ3,,,,,,,,,,,1,0,1
24,team352,team160,2014-02-16,champ6,,,,,,,,,,,3,1,1
12,team300,team129,2013-10-06,champ11,"player68105, player86561, player13739",,"player131031, player11272","player197858, player11272, player131031, player82759, player114753, player70426, player18993, player167079, player44650, player142349, player134340",,"player125859, player173386, player30812",,,"player99339, player99648, player47787, player165691, player90827, player50960, player200010, player66949, player38144, player12958, player189228",,0,3,2
4,team295,team284,2016-08-27,champ8,,,,,,,,,,,3,1,1
15,team207,team57,2009-11-29,champ3,,,,,,,,,,,0,3,2
24,team202,team343,2014-02-08,champ3,,,,,,,,,,,1,1,0
8,team274,team350,2009-10-24,champ13,,,,,,,,,,,0,0,0
27,team188,team99,2012-03-24,champ4,,,,,,,,,,,1,3,2
19,team23,team27,2009-12-27,champ2,,,,,,,,,,,3,0,1
17,team43,team194,2012-12-12,champ3,,,,,,,,,,,1,2,2
37,team78,team342,2015-05-16,champ2,,,,,,,,,,,1,2,2
5,team293,team342,2012-09-22,champ2,,,,,,,,,,,0,3,2
12,team144,team160,2011-11-20,champ6,"player31081, player105378, player80216",,"player167578, player7950","player9998, player142522, player167578, player96950, player108274, player20157, player7950, player99254, player44974, player149042, player22343",,"player196999, player119415, player13215",,"player102137, player106415, player137119","player167131, player9875, player106415, player186947, player71852, player157588, player102137, player148379, player29182, player137119, player172653",,1,2,2
11,team352,team209,2009-10-31,champ6,,,,,,,,,,,2,3,2
11,team55,team309,2012-11-04,champ6,,,,,,,,,,,1,1,0
31,team178,team57,2011-04-16,champ3,,,,,,,,,,,1,1,0
12,team96,team43,2014-11-01,champ3,,,,,,,,,,,1,0,1
19,team327,team80,2016-01-23,champ8,,,,,,,,,,,3,1,1
3,team176,team27,2009-08-24,champ2,,,,,,,,,,,1,3,2
20,team160,team233,2014-01-19,champ6,,,,,,,,,,,1,2,2
17,team310,team266,2009-11-28,champ2,,,,,,,,,,,1,0,1
25,team336,team93,2012-03-11,champ4,,,,,,,,,,,3,1,1
10,team93,team89,2011-10-22,champ4,"player58869, player173073, player43572",,"player144890, player80458","player61040, player36341, player28805, player11111, player209917, player144890, player149256, player172461, player80458, player42708, player138822",,"player156807, player192702, player154793",,player176373,"player20738, player177990, player130136, player176373, player82651, player201024, player65180, player198608, player190153, player52156, player106532",,1,1,0
37,team116,team169,2015-05-17,champ13,,,,,,,,,,,2,0,1
15,team120,team158,2015-11-07,champ11,,,,,,,,,,,2,1,1
24,team303,team285,2015-03-21,champ11,,,,,,,,,,,0,1,2
15,team30,team246,2011-12-04,champ13,"player140516, player157054, player3558",,player58117,"player13210, player184385, player59764, player137739, player64804, player169486, player147503, player39369, player84851, player181753, player58526",,"player136126, player84851, player116384",,"player187728, player184147","player84241, player173681, player78615, player12607, player184147, player116673, player187728, player116492, player171244, player140424, player16479",,3,1,1
2,team163,team221,2009-08-15,champ3,,,,,,,,,,,2,0,1
9,team129,team261,2011-05-15,champ11,,,,,,,,,,,2,2,0
19,team161,team341,2015-02-04,champ4,"player42817, player184766, player131780","player81841, player103456, player28165, player200510","player108866, player42817","player193979, player190898, player130744, player37778, player108866, player185570, player149386, player139134, player189274, player97378, player178116",,"player35788, player67204, player105437","player82727, player156347, player146509, player188655",,"player179335, player200279, player18780, player41290, player126069, player97130, player131586, player84000, player159744, player42505, player43792",,0,0,0
25,team266,team23,2012-02-11,champ2,player59913,,"player149695, player81427","player115637, player17171, player172613, player149695, player95881, player41156, player85519, player128389, player105131, player162264, player81427",,"player10275, player155338, player12958",,player152817,"player203838, player159413, player35565, player89723, player113572, player12818, player166593, player152817, player210836, player130269, player179782",,1,2,2
29,team2,team332,2015-04-25,champ14,,,,,,,,,,,0,0,0
26,team283,team71,2012-03-03,champ3,"player29451, player143448, player103810",,,"player149761, player88501, player210456, player165925, player138356, player136778, player154038, player126915, player142965, player30596, player15418",,"player77764, player73092",,player26027,"player137243, player62732, player77646, player70744, player26027, player45122, player156238, player84150, player74892, player157245, player143461",,1,1,0
18,team341,team89,2010-01-16,champ4,,,,,,,,,,,3,1,1
13,team270,team13,2016-10-29,champ0,,,,,,,,,,,0,1,2
9,team115,team114,2015-10-18,champ8,,,,,,,,,,,1,1,0
9,team226,team346,2015-10-17,champ8,,,,,,,,,,,1,1,0
10,team27,team51,2010-10-31,champ2,,,,,,,,,,,0,0,0
29,team57,team178,2010-03-21,champ3,,,,,,,,,,,3,1,1
22,team211,team283,2011-02-05,champ3,,,,,,,,,,,1,0,1
27,team75,team33,2012-03-24,champ4,,,,,,,,,,,1,1,0
13,team243,team193,2016-12-15,champ10,,,,,,,,,,,2,1,1
24,team285,team260,2014-12-04,champ11,,,,,,,,,,,1,1,0
12,team40,team93,2013-11-09,champ4,,,,,,,,,,,5,3,1
20,team50,team249,2014-01-18,champ13,,,,,,,,,,,0,5,2
37,team207,team279,2012-05-13,champ3,"player97419, player126275, player205169",,"player100443, player13661, player117611","player13661, player100443, player9720, player4501, player158487, player144332, player117611, player175848, player76983, player119932, player15451",,"player204006, player156429, player18473",,"player6699, player110051, player83518","player155470, player110051, player115472, player48082, player6704, player83518, player97531, player48026, player138467, player13882, player45889",,3,2,1
6,team205,team149,2015-08-29,champ1,,,,,,,,,,,0,1,2
31,team118,team207,2012-04-07,champ3,"player87197, player42575",,"player92756, player27046, player112797","player147626, player16391, player169951, player141277, player112797, player158960, player27046, player73789, player88212, player92756, player64878",,"player97419, player119932, player106338",,player158338,"player13661, player157504, player9720, player4501, player158487, player144332, player117611, player175848, player76983, player15451, player126275",,0,2,2
9,team255,team13,2015-09-19,champ0,,,,,,,,,,,2,0,1
24,team260,team158,2015-03-16,champ11,,,,,,,,,,,2,1,1
7,team291,team192,2009-09-26,champ2,,,,,,,,,,,0,2,2
2,team147,team276,2014-08-30,champ13,"player26822, player204975, player192554",,player204975,"player194831, player134265, player100034, player48228, player139837, player152985, player78400, player100164, player99992, player111105, player188066",,"player183268, player199836, player133075",,"player193812, player72665, player144764, player183228","player7502, player193812, player140665, player72665, player185897, player144764, player100156, player91080, player127238, player95744, player131397",,1,1,0
28,team329,team29,2011-03-14,champ13,"player79182, player159806, player26630",,"player135187, player79182, player26630","player84486, player80123, player108257, player114239, player135187, player136662, player159015, player24817, player7202, player107272, player11965",,"player131266, player49450, player35137",,player188227,"player70390, player84672, player158020, player70537, player205033, player170315, player48383, player188516, player132074, player120695, player102485",,2,2,0
